meanSpeed,meanWaitingTime,speedFactor
19.9,3.7965999999999998,0.33166666666666667
19.5,2.9196,0.325
24.9,1.8606000000000003,0.415
13.4,13.1054,0.22333333333333333
13.1,6.712,0.21833333333333332
4.9,14.2198,0.08166666666666668
18.3,0.0,1.0166666666666666
11.5,2.9219999999999997,0.6388888888888888
4.6,29.894,0.25555555555555554
9.8,14.0466,0.16333333333333336
10.9,4.0476,0.18166666666666667
10.7,6.781599999999999,0.17833333333333332
10.7,11.199200000000001,0.17833333333333332
9.1,16.3074,0.15166666666666667
9.1,7.385800000000001,0.15166666666666667
9.1,7.6484,0.15166666666666667
13.0,5.9792,0.21666666666666667
13.1,5.5004,0.21833333333333332
16.0,5.0144,0.26666666666666666
9.1,9.943800000000001,0.15166666666666667
10.3,6.2382,0.1716666666666667
13.0,5.3182,0.21666666666666667
17.0,3.3183999999999996,0.2833333333333333
17.2,3.5532000000000004,0.2866666666666667
17.2,1.7638000000000003,0.2866666666666667
21.0,3.7754,0.35
18.0,0.0,1.0
12.3,4.7208000000000006,0.20500000000000002
12.3,5.7128000000000005,0.20500000000000002
12.3,5.038,0.20500000000000002
10.8,7.7936,0.18000000000000002
9.9,6.281,0.165
9.9,14.484,0.165
9.9,6.5493999999999994,0.165
10.6,8.945799999999998,0.17666666666666667
12.8,8.998,0.21333333333333335
15.8,3.8034000000000003,0.26333333333333336
15.8,7.5948,0.26333333333333336
13.1,9.371,0.21833333333333332
16.1,15.878,0.26833333333333337
17.7,9.241,0.295
10.0,11.9334,0.16666666666666666
13.2,19.239400000000003,0.22
11.2,4.2825999999999995,0.18666666666666665
27.2,1.5083999999999997,0.4533333333333333
23.9,2.3297999999999996,0.3983333333333333
26.0,3.474,0.43333333333333335
27.3,1.4844,0.455
39.6,2.0784000000000002,0.66
8.8,38.2722,0.14666666666666667
6.9,35.04,0.38333333333333336
11.0,15.922999999999998,0.18333333333333332
12.0,9.2752,0.2
10.7,16.807000000000002,0.17833333333333332
14.9,17.0062,0.24833333333333335
13.0,10.630600000000001,0.21666666666666667
26.0,4.5893999999999995,0.43333333333333335
14.3,8.0566,0.23833333333333334
6.4,17.799200000000003,0.10666666666666667
10.8,9.307599999999999,0.18000000000000002
7.7,15.025199999999998,0.12833333333333333
10.7,11.5968,0.17833333333333332
8.9,11.8844,0.14833333333333334
6.4,41.523399999999995,0.10666666666666667
9.0,12.4456,0.15
21.5,3.6874,0.35833333333333334
14.0,7.2766,0.23333333333333334
10.7,22.940600000000003,0.17833333333333332
13.8,10.8968,0.23
14.0,19.927,0.23333333333333334
5.6,24.1186,0.09333333333333332
10.8,16.5858,0.18000000000000002
15.5,10.446000000000002,0.25833333333333336
15.2,11.4116,0.2533333333333333
14.9,6.7184,0.24833333333333335
11.4,8.56,0.19
17.7,18.395599999999998,0.295
18.0,0.0,1.0
16.6,23.129799999999996,0.27666666666666667
16.7,11.2944,0.2783333333333333
16.0,11.353200000000001,0.26666666666666666
18.2,6.897,0.30333333333333334
10.9,26.0014,0.18166666666666667
9.1,34.962999999999994,0.15166666666666667
14.6,12.0704,0.24333333333333332
5.1,86.53800000000001,0.08499999999999999
1.4,221.889,0.02333333333333333
12.2,20.4574,0.2033333333333333
17.2,10.9042,0.2866666666666667
9.3,17.181199999999997,0.155
9.2,38.1968,0.15333333333333332
15.9,12.8582,0.265
6.1,53.2708,0.10166666666666666
8.6,34.2242,0.14333333333333334
31.0,3.6506000000000003,0.5166666666666667
8.8,13.2316,0.14666666666666667
7.9,35.523799999999994,0.13166666666666668
11.8,7.3142,0.19666666666666668
10.4,3.0826000000000002,0.17333333333333334
10.6,9.6624,0.17666666666666667
6.6,11.304,0.36666666666666664
10.3,8.539000000000001,0.1716666666666667
10.3,10.552,0.1716666666666667
9.6,12.854400000000002,0.16
17.4,5.791399999999999,0.29
13.8,7.430000000000001,0.23
18.1,9.456800000000001,0.3016666666666667
12.7,4.6696,0.21166666666666664
21.0,4.5374,0.35
28.0,3.9024,0.4666666666666667
9.6,14.098999999999998,0.16
7.9,15.7864,0.13166666666666668
12.3,8.002600000000001,0.20500000000000002
10.7,9.5208,0.17833333333333332
9.6,11.197,0.16
9.6,8.619,0.16
6.4,21.5718,0.10666666666666667
12.4,4.2846,0.20666666666666667
11.8,5.847200000000001,0.19666666666666668
6.9,7.416400000000001,0.115
6.9,9.8144,0.115
16.1,7.3558,0.26833333333333337
12.3,5.2248,0.20500000000000002
18.3,4.8476,0.305
14.3,3.9866,0.23833333333333334
11.4,6.2208,0.19
13.6,3.81,0.22666666666666666
13.6,7.4403999999999995,0.22666666666666666
16.6,12.226399999999998,0.27666666666666667
16.0,4.1983999999999995,0.26666666666666666
16.0,4.7358,0.26666666666666666
16.2,4.1008000000000004,0.26999999999999996
16.0,10.2014,0.26666666666666666
14.7,5.9158,0.245
14.9,3.8070000000000004,0.24833333333333335
1.7,43.763799999999996,0.028333333333333332
9.9,7.355600000000001,0.165
3.9,22.5048,0.065
15.1,8.3118,0.25166666666666665
12.7,6.9758,0.21166666666666664
16.2,2.9923999999999995,0.26999999999999996
14.9,5.8508,0.24833333333333335
10.9,11.078199999999999,0.18166666666666667
10.9,10.3004,0.18166666666666667
12.4,6.830399999999999,0.20666666666666667
12.3,5.0458,0.20500000000000002
12.2,5.1255999999999995,0.2033333333333333
12.4,5.8286,0.20666666666666667
11.8,4.2578,0.19666666666666668
10.6,8.9694,0.17666666666666667
12.3,4.035,0.20500000000000002
21.0,3.5477999999999996,0.35
9.1,4.384,0.15166666666666667
11.8,4.1606,0.19666666666666668
14.0,10.0902,0.23333333333333334
16.4,4.4168,0.2733333333333333
34.8,8.661399999999999,0.58
18.3,5.292800000000001,0.305
19.6,5.3404,0.3266666666666667
14.7,7.5492,0.245
12.8,3.2211999999999996,0.21333333333333335
16.8,15.2854,0.28
20.4,10.433,0.33999999999999997
22.8,18.251,0.38
15.2,9.3812,0.2533333333333333
16.9,4.4594000000000005,0.2816666666666666
13.3,4.7096,0.22166666666666668
16.0,9.6464,0.26666666666666666
17.7,5.215400000000001,0.295
18.2,1.7848000000000002,0.30333333333333334
17.0,0.7746000000000001,0.2833333333333333
16.4,2.71,0.2733333333333333
13.4,3.1996,0.22333333333333333
13.5,10.034799999999999,0.225
18.2,5.377000000000001,0.30333333333333334
16.7,6.8512,0.2783333333333333
15.3,21.8592,0.255
18.5,5.567399999999999,0.30833333333333335
13.6,21.410600000000002,0.22666666666666666
19.9,1.4914,0.33166666666666667
24.1,2.7566,0.40166666666666667
15.6,12.001199999999999,0.26
16.2,7.985799999999999,0.26999999999999996
17.0,4.0312,0.2833333333333333
25.8,2.9348,0.43
27.4,8.860600000000002,0.45666666666666667
26.5,5.444,0.44166666666666665
26.7,4.2514,0.445
29.8,4.1850000000000005,0.4966666666666667
19.4,4.6202000000000005,0.3233333333333333
22.0,8.224,0.36666666666666664
21.7,7.284000000000001,0.36166666666666664
27.8,3.4312000000000005,0.4633333333333333
20.0,7.4048,0.3333333333333333
17.9,5.0565999999999995,0.2983333333333333
21.6,2.1521999999999997,0.36000000000000004
28.9,2.029,0.48166666666666663
25.7,0.9553999999999999,0.42833333333333334
22.5,6.558400000000001,0.375
8.2,16.23,0.13666666666666666
11.9,9.1294,0.19833333333333333
20.0,16.8544,0.3333333333333333
16.2,1.3122,0.26999999999999996
25.6,4.425,0.4266666666666667
8.8,21.4974,0.14666666666666667
17.4,2.7504,0.29
17.5,2.5786,0.2916666666666667
17.5,3.6272,0.2916666666666667
14.7,4.3828,0.245
14.7,4.0946,0.245
10.1,9.987,0.16833333333333333
13.0,27.313200000000002,0.21666666666666667
15.5,1.6032000000000002,0.25833333333333336
9.1,3.2228,0.15166666666666667
12.3,3.3207999999999998,0.20500000000000002
13.7,6.529800000000001,0.22833333333333333
17.4,2.3289999999999997,0.29
21.6,1.7560000000000002,0.36000000000000004
14.2,40.9794,0.23666666666666666
12.3,9.642599999999998,0.20500000000000002
22.1,2.3252,0.36833333333333335
23.5,6.4932,0.39166666666666666
23.4,4.1352,0.38999999999999996
18.8,3.662,0.31333333333333335
23.2,2.7484,0.38666666666666666
17.5,18.1976,0.2916666666666667
17.3,13.2538,0.28833333333333333
16.0,10.595400000000001,0.26666666666666666
15.1,3.0470000000000006,0.25166666666666665
21.2,3.1532,0.35333333333333333
21.0,3.7144000000000004,0.35
4.3,33.774,0.07166666666666667
14.6,2.8209999999999997,0.24333333333333332
10.5,6.1022,0.175
9.7,20.494999999999997,0.16166666666666665
17.7,12.4174,0.295
10.5,7.8100000000000005,0.175
11.7,8.9492,0.19499999999999998
8.5,13.247399999999999,0.14166666666666666
9.9,19.6044,0.165
25.0,2.9939999999999998,0.4166666666666667
19.5,6.313,0.325
10.7,22.8126,0.17833333333333332
29.6,3.7556000000000003,0.49333333333333335
5.9,19.4576,0.09833333333333334
23.5,9.291999999999998,0.39166666666666666
16.5,13.694600000000001,0.275
26.8,2.8782,0.44666666666666666
21.2,1.7344000000000002,0.35333333333333333
31.4,6.031,0.5233333333333333
28.4,4.760000000000001,0.47333333333333333
18.8,6.979,0.31333333333333335
23.1,2.26,0.385
21.8,2.0738,0.36333333333333334
8.4,28.188,0.14
20.9,4.9366,0.34833333333333333
6.6,42.6402,0.11
7.2,15.004999999999999,0.12000000000000001
9.2,9.3698,0.15333333333333332
9.9,12.481599999999998,0.165
22.2,1.6591999999999998,0.37
23.8,3.6818000000000004,0.39666666666666667
9.8,13.664799999999998,0.16333333333333336
9.1,11.485,0.15166666666666667
9.2,14.1088,0.15333333333333332
13.7,17.0766,0.22833333333333333
7.2,27.262800000000002,0.12000000000000001
13.6,15.026400000000002,0.22666666666666666
10.9,7.6396,0.18166666666666667
5.5,25.107,0.09166666666666666
7.6,15.560199999999998,0.12666666666666665
20.1,4.037800000000001,0.335
20.9,4.292199999999999,0.34833333333333333
26.9,7.8188,0.4483333333333333
22.3,3.874,0.3716666666666667
24.8,7.556399999999999,0.41333333333333333
9.4,10.726,0.15666666666666668
19.0,11.4604,0.31666666666666665
18.2,18.119,0.30333333333333334
11.5,8.6142,0.19166666666666668
20.6,4.384399999999999,0.3433333333333334
8.9,11.054,0.14833333333333334
12.7,7.875,0.21166666666666664
9.9,10.0088,0.165
10.1,10.6728,0.16833333333333333
15.3,9.695599999999999,0.255
15.3,5.672000000000001,0.255
8.8,10.6874,0.14666666666666667
10.7,8.4586,0.17833333333333332
8.8,4.561,0.14666666666666667
19.3,4.1822,0.32166666666666666
8.8,11.9252,0.14666666666666667
14.4,12.0202,0.24000000000000002
15.0,3.1108000000000002,0.25
15.7,6.375200000000001,0.26166666666666666
9.8,13.119599999999998,0.16333333333333336
20.6,9.1168,0.3433333333333334
9.5,9.838,0.15833333333333333
6.2,19.1072,0.10333333333333333
38.6,0.30099999999999993,0.6433333333333333
34.7,6.386999999999999,0.5783333333333334
31.4,0.6611999999999998,0.5233333333333333
34.8,6.405999999999999,0.58
24.3,21.331200000000003,0.405
11.9,7.3012,0.19833333333333333
19.8,1.245,0.33
18.0,19.659,0.3
14.8,32.0226,0.24666666666666667
15.7,9.5958,0.26166666666666666
11.3,35.8508,0.18833333333333335
12.5,2.081,0.20833333333333334
16.0,1.6576,0.26666666666666666
24.2,2.3064,0.4033333333333333
15.5,13.392800000000001,0.25833333333333336
21.6,15.5252,0.36000000000000004
19.9,10.3858,0.33166666666666667
31.8,4.111,0.53
31.4,3.5995999999999992,0.5233333333333333
32.7,2.427,0.545
10.5,10.305,0.175
22.9,4.8302000000000005,0.38166666666666665
19.3,2.273,0.32166666666666666
7.8,9.2136,0.13
11.1,4.3302,0.185
36.9,7.9987999999999975,0.615
18.0,16.0974,0.3
7.6,25.9374,0.12666666666666665
23.2,0.728,0.38666666666666666
12.6,2.1284,0.21
20.3,1.0606,0.3383333333333333
18.7,1.6296,0.31166666666666665
19.3,9.667200000000001,0.32166666666666666
7.2,3.5991999999999997,0.12000000000000001
13.5,15.421599999999998,0.225
15.8,4.891,0.26333333333333336
9.8,9.494399999999999,0.16333333333333336
5.5,5.2004,0.09166666666666666
11.8,30.6322,0.19666666666666668
21.1,10.0558,0.3516666666666667
26.5,2.2204000000000006,0.44166666666666665
26.8,6.0108,0.44666666666666666
21.2,1.721,0.35333333333333333
6.0,147.8614,0.1
15.7,10.1308,0.26166666666666666
13.7,29.603,0.22833333333333333
29.5,5.1701999999999995,0.49166666666666664
32.1,3.3988,0.535
29.0,4.2636,0.48333333333333334
26.4,4.1492,0.44
33.7,2.2699999999999996,0.5616666666666668
36.5,3.0795999999999992,0.6083333333333333
29.0,4.472200000000001,0.48333333333333334
13.9,17.3898,0.23166666666666666
17.2,12.977800000000002,0.2866666666666667
14.0,15.8612,0.23333333333333334
7.4,26.5376,0.12333333333333334
9.2,28.357799999999997,0.15333333333333332
22.8,6.2578,0.38
21.7,8.813400000000001,0.36166666666666664
17.7,13.939400000000003,0.295
35.1,1.5524,0.5850000000000001
21.5,9.6516,0.35833333333333334
31.5,4.9918,0.525
44.4,1.6551999999999998,0.74
36.0,2.4754000000000005,0.6
19.7,7.479199999999999,0.3283333333333333
30.3,4.144199999999999,0.505
9.1,22.9236,0.15166666666666667
27.6,3.7847999999999993,0.46
23.0,10.296199999999999,0.38333333333333336
10.5,16.819799999999997,0.175
25.2,5.6986,0.42
19.0,8.6724,0.31666666666666665
23.4,6.980999999999999,0.38999999999999996
23.6,6.4803999999999995,0.39333333333333337
13.1,9.346400000000001,0.21833333333333332
10.6,15.251399999999999,0.17666666666666667
13.0,11.712,0.21666666666666667
11.1,23.5696,0.185
12.0,18.9058,0.2
12.0,35.4714,0.2
28.1,2.9682,0.4683333333333334
15.5,13.4648,0.25833333333333336
57.9,0.10639999999999983,0.965
8.0,37.0582,0.13333333333333333
14.9,3.8808000000000002,0.24833333333333335
14.5,7.2202,0.24166666666666667
13.3,8.066199999999998,0.22166666666666668
27.0,3.246800000000001,0.45
25.5,2.9363999999999995,0.425
11.3,23.8834,0.18833333333333335
15.3,9.3874,0.255
18.8,7.514799999999999,0.31333333333333335
6.9,26.781200000000002,0.115
14.0,10.0506,0.23333333333333334
10.6,27.674600000000005,0.17666666666666667
22.0,3.7406,0.36666666666666664
28.7,3.1778000000000004,0.47833333333333333
41.2,2.1532,0.6866666666666668
16.7,18.0012,0.2783333333333333
26.4,5.603,0.44
18.1,7.905,0.3016666666666667
19.0,12.4906,0.31666666666666665
13.0,21.8204,0.21666666666666667
28.1,6.1888,0.4683333333333334
23.4,2.3738,0.38999999999999996
15.7,11.8132,0.26166666666666666
13.9,5.8027999999999995,0.23166666666666666
9.8,30.003600000000002,0.16333333333333336
7.8,19.2416,0.13
18.9,3.6972000000000005,0.315
9.2,13.9602,0.15333333333333332
11.1,19.1176,0.185
20.3,5.1466,0.3383333333333333
20.8,8.5844,0.3466666666666667
6.7,19.3416,0.11166666666666666
